"name1","name2","issue_num","p1","p2"
"Mailaender","pchote","8861","2202","22222"
"obrakmann","pchote","8861","2","22222"
"atlimit8","Mailaender","8861","222222","2202"
"atlimit8","obrakmann","8861","222222","2"
"Mailaender","obrakmann","8861","2202","2"
"GraionDilach","penev92","8862","2","222"
"pchote","penev92","8862","22","222"
"penev92","reaperrr","8862","222","2"
"GraionDilach","reaperrr","8862","2","2"
"pchote","reaperrr","8862","22","2"
"GraionDilach","pchote","8862","2","22"
"deniz1a","Unit158","8863","2222","2"
"Mailaender","Unit158","8863","22222","2"
"Phrohdoh","Unit158","8863","2","2"
"deniz1a","Mailaender","8863","2222","22222"
"deniz1a","Phrohdoh","8863","2222","2"
"Mailaender","Phrohdoh","8863","22222","2"
"abcdefg30","pchote","8864","2","2"
"Mailaender","pchote","8865","22","2222"
"obrakmann","pchote","8865","1","2222"
"Mailaender","Phrohdoh","8865","22","222"
"pchote","Phrohdoh","8865","2222","222"
"obrakmann","Phrohdoh","8865","1","222"
"Mailaender","obrakmann","8865","22","1"
"GraionDilach","Mailaender","8866","22","2"
"Mailaender","pchote","8866","2","22222"
"GraionDilach","pchote","8866","22","22222"
"Mailaender","Phrohdoh","8866","2","221"
"pchote","Phrohdoh","8866","22222","221"
"GraionDilach","Phrohdoh","8866","22","221"
"Mailaender","reaperrr","8866","2","2"
"pchote","reaperrr","8866","22222","2"
"GraionDilach","reaperrr","8866","22","2"
"Phrohdoh","reaperrr","8866","221","2"
"obrakmann","reaperrr","8867","2","2"
"pchote","Phrohdoh","8868","2","2"
"Phrohdoh","reaperrr","8868","2","2"
"pchote","reaperrr","8868","2","2"
"abcdefg30","Mailaender","8870","2","2"
"pchote","Phrohdoh","8871","20","2"
"Mailaender","Phrohdoh","8873","2","2"
"obrakmann","Phrohdoh","8873","22","2"
"kyrreso","Phrohdoh","8873","2","2"
"kyrreso","Mailaender","8873","2","2"
"Mailaender","obrakmann","8873","2","22"
"kyrreso","obrakmann","8873","2","22"
"pchote","penev92","8874","2","22"
"GraionDilach","Phrohdoh","8875","2","2"
"GraionDilach","pchote","8876","0","2"
"Mailaender","pchote","8876","2","2"
"obrakmann","pchote","8876","22","2"
"GraionDilach","Mailaender","8876","0","2"
"GraionDilach","obrakmann","8876","0","22"
"Mailaender","obrakmann","8876","2","22"
"pchote","reaperrr","8878","2","2"
"Mailaender","reaperrr","8878","2","2"
"obrakmann","reaperrr","8878","22","2"
"Mailaender","pchote","8878","2","2"
"obrakmann","pchote","8878","22","2"
"Mailaender","obrakmann","8878","2","22"
"Mailaender","obrakmann","8880","1","22"
"atlimit8","Mailaender","8881","2","2"
"abcdefg30","Mailaender","8881","1","2"
"abcdefg30","atlimit8","8881","1","2"
"obrakmann","pchote","8882","2","2"
"Mailaender","pchote","8884","22","0"
"epicelite","pchote","8885","2","2"
"Mailaender","pchote","8885","2","2"
"gangster-ppm","pchote","8885","2","2"
"pchote","Phrohdoh","8885","2","0"
"epicelite","Phrohdoh","8885","2","0"
"Mailaender","Phrohdoh","8885","2","0"
"gangster-ppm","Phrohdoh","8885","2","0"
"epicelite","Mailaender","8885","2","2"
"gangster-ppm","Mailaender","8885","2","2"
"epicelite","gangster-ppm","8885","2","2"
"abcdefg30","atimoschenkow","8886","222","2"
"abcdefg30","penev92","8886","222","1"
"atimoschenkow","penev92","8886","2","1"
"Mailaender","obrakmann","8888","1","22"
"Mailaender","Phrohdoh","8891","2","22"
"pchote","Phrohdoh","8891","1","22"
"Mailaender","pchote","8891","2","1"
"GraionDilach","Phrohdoh","8892","2","2"
"Mailaender","Phrohdoh","8892","2222","2"
"pchote","Phrohdoh","8892","2","2"
"obrakmann","Phrohdoh","8892","0","2"
"GraionDilach","Mailaender","8892","2","2222"
"GraionDilach","pchote","8892","2","2"
"Mailaender","pchote","8892","2222","2"
"obrakmann","pchote","8892","0","2"
"GraionDilach","obrakmann","8892","2","0"
"Mailaender","obrakmann","8892","2222","0"
"abcdefg30","Mailaender","8894","2","2"
"atlimit8","pchote","8896","2","2"
"GraionDilach","reaperrr","8898","2","2"
"kyrreso","Unit158","8901","2","22"
"Mailaender","Unit158","8901","2","22"
"Phrohdoh","Unit158","8901","2","22"
"pchote","Unit158","8901","2","22"
"SoScared","Unit158","8901","2","22"
"kyrreso","Mailaender","8901","2","2"
"kyrreso","Phrohdoh","8901","2","2"
"Mailaender","Phrohdoh","8901","2","2"
"pchote","Phrohdoh","8901","2","2"
"kyrreso","pchote","8901","2","2"
"Mailaender","pchote","8901","2","2"
"kyrreso","SoScared","8901","2","2"
"Mailaender","SoScared","8901","2","2"
"Phrohdoh","SoScared","8901","2","2"
"pchote","SoScared","8901","2","2"
"deniz1a","Mailaender","8902","2","2"
"deniz1a","pchote","8902","2","22"
"Mailaender","pchote","8902","2","22"
"abcdefg30","Mailaender","8903","2","21"
"deniz1a","TheRaffy","8904","22","2"
"Mailaender","TheRaffy","8904","2","2"
"deniz1a","Unit158","8904","22","2"
"TheRaffy","Unit158","8904","2","2"
"Mailaender","Unit158","8904","2","2"
"deniz1a","Mailaender","8904","22","2"
"atlimit8","Unit158","8905","22","2"
"Mailaender","Unit158","8905","2","2"
"RoosterDragon","Unit158","8905","1","2"
"atlimit8","Mailaender","8905","22","2"
"atlimit8","RoosterDragon","8905","22","1"
"Mailaender","RoosterDragon","8905","2","1"
"hoxworth","Mailaender","8906","22","2"
"llimllib","Mailaender","8906","1","2"
"ghost","Mailaender","8906","2","2"
"chrisforbes","Mailaender","8906","2","2"
"Mailaender","markolson","8906","2","22"
"hoxworth","markolson","8906","22","22"
"llimllib","markolson","8906","1","22"
"ghost","markolson","8906","2","22"
"chrisforbes","markolson","8906","2","22"
"Mailaender","Phrohdoh","8906","2","1"
"markolson","Phrohdoh","8906","22","1"
"hoxworth","Phrohdoh","8906","22","1"
"llimllib","Phrohdoh","8906","1","1"
"Micr0Bit","Phrohdoh","8906","2","1"
"ghost","Phrohdoh","8906","2","1"
"pchote","Phrohdoh","8906","0","1"
"chrisforbes","Phrohdoh","8906","2","1"
"ghost","hoxworth","8906","2","22"
"chrisforbes","hoxworth","8906","2","22"
"Mailaender","spacemunkay","8906","2","1"
"markolson","spacemunkay","8906","22","1"
"Phrohdoh","spacemunkay","8906","1","1"
"hoxworth","spacemunkay","8906","22","1"
"llimllib","spacemunkay","8906","1","1"
"Micr0Bit","spacemunkay","8906","2","1"
"ghost","spacemunkay","8906","2","1"
"rob-v","spacemunkay","8906","221","1"
"pchote","spacemunkay","8906","0","1"
"chrisforbes","spacemunkay","8906","2","1"
"hoxworth","llimllib","8906","22","1"
"ghost","llimllib","8906","2","1"
"chrisforbes","llimllib","8906","2","1"
"Mailaender","Micr0Bit","8906","2","2"
"markolson","Micr0Bit","8906","22","2"
"hoxworth","Micr0Bit","8906","22","2"
"llimllib","Micr0Bit","8906","1","2"
"ghost","Micr0Bit","8906","2","2"
"chrisforbes","Micr0Bit","8906","2","2"
"Mailaender","xan2622","8906","2","2"
"markolson","xan2622","8906","22","2"
"Phrohdoh","xan2622","8906","1","2"
"hoxworth","xan2622","8906","22","2"
"spacemunkay","xan2622","8906","1","2"
"llimllib","xan2622","8906","1","2"
"Micr0Bit","xan2622","8906","2","2"
"ghost","xan2622","8906","2","2"
"rob-v","xan2622","8906","221","2"
"pchote","xan2622","8906","0","2"
"chrisforbes","xan2622","8906","2","2"
"chrisforbes","ghost","8906","2","2"
"Mailaender","rob-v","8906","2","221"
"markolson","rob-v","8906","22","221"
"Phrohdoh","rob-v","8906","1","221"
"hoxworth","rob-v","8906","22","221"
"llimllib","rob-v","8906","1","221"
"Micr0Bit","rob-v","8906","2","221"
"ghost","rob-v","8906","2","221"
"pchote","rob-v","8906","0","221"
"chrisforbes","rob-v","8906","2","221"
"Mailaender","pchote","8906","2","0"
"markolson","pchote","8906","22","0"
"hoxworth","pchote","8906","22","0"
"llimllib","pchote","8906","1","0"
"Micr0Bit","pchote","8906","2","0"
"ghost","pchote","8906","2","0"
"chrisforbes","pchote","8906","2","0"
"abcdefg30","GraionDilach","8907","2","2"
"chrisforbes","pchote","8908","2","1"
"pchote","penev92","8908","1","1"
"chrisforbes","penev92","8908","2","1"
"abcdefg30","GraionDilach","8910","2","2"
"Mailaender","reaperrr","8911","2","2"
"GraionDilach","reaperrr","8911","2","2"
"abcdefg30","reaperrr","8911","12","2"
"GraionDilach","Mailaender","8911","2","2"
"abcdefg30","Mailaender","8911","12","2"
"abcdefg30","GraionDilach","8911","12","2"
"GraionDilach","pchote","8912","2","2"
"Mailaender","pchote","8912","202","2"
"pchote","reaperrr","8912","2","222222"
"GraionDilach","reaperrr","8912","2","222222"
"Mailaender","reaperrr","8912","202","222222"
"GraionDilach","Mailaender","8912","2","202"
"Mailaender","reaperrr","8913","2","2"
"GraionDilach","reaperrr","8913","2","2"
"GraionDilach","Mailaender","8913","2","2"
"abcdefg30","GraionDilach","8914","12","2"
"abcdefg30","Mailaender","8915","221","22"
"abcdefg30","Unit158","8915","221","2"
"Mailaender","Unit158","8915","22","2"
"Mailaender","pchote","8916","222","220022"
"Mailaender","Phrohdoh","8918","2","22"
"GraionDilach","LipkeGu","8919","2","2"
"LipkeGu","reaperrr","8919","2","2"
"GraionDilach","reaperrr","8919","2","2"
"abcdefg30","Mailaender","8920","1","2"
"abcdefg30","GraionDilach","8921","2","2"
"GraionDilach","pchote","8921","2","2222"
"abcdefg30","pchote","8921","2","2222"
"Mailaender","pchote","8921","22","2222"
"GraionDilach","Mailaender","8921","2","22"
"abcdefg30","Mailaender","8921","2","22"
"Mailaender","pchote","8923","2","2"
"abcdefg30","pchote","8923","1","2"
"pchote","Unit158","8923","2","2"
"Mailaender","Unit158","8923","2","2"
"abcdefg30","Unit158","8923","1","2"
"abcdefg30","Mailaender","8923","1","2"
"abcdefg30","pchote","8925","2","2"
"deniz1a","penev92","8926","2","2"
"penev92","Unit158","8926","2","2"
"deniz1a","Unit158","8926","2","2"
"atlimit8","pchote","8927","22222202","2222"
"abcdefg30","pchote","8927","22","2222"
"abcdefg30","atlimit8","8927","22","22222202"
"pchote","RoosterDragon","8927","2222","2002"
"atlimit8","RoosterDragon","8927","22222202","2002"
"abcdefg30","RoosterDragon","8927","22","2002"
"deniz1a","Unit158","8928","22","2"
"chrisforbes","Unit158","8930","2","222"
"penev92","Unit158","8930","22","222"
"pchote","Unit158","8930","0","222"
"atlimit8","Unit158","8930","2","222"
"atlimit8","chrisforbes","8930","2","2"
"chrisforbes","penev92","8930","2","22"
"pchote","penev92","8930","0","22"
"atlimit8","penev92","8930","2","22"
"chrisforbes","pchote","8930","2","0"
"atlimit8","pchote","8930","2","0"
"Mailaender","penev92","8931","2","222"
"penev92","Phrohdoh","8931","222","2"
"Mailaender","Phrohdoh","8931","2","2"
"Mailaender","penev92","8932","22","2"
"penev92","Unit158","8932","2","2"
"Mailaender","Unit158","8932","22","2"
"abcdefg30","akoeplinger","8933","2","22"
"abcdefg30","Mailaender","8933","2","02"
"akoeplinger","Mailaender","8933","22","02"
"abcdefg30","Unit158","8934","2","2"
"deniz1a","pchote","8935","22","222"
"abcdefg30","penev92","8936","1","2"
"Mailaender","penev92","8936","22","2"
"pchote","penev92","8936","1","2"
"abcdefg30","Mailaender","8936","1","22"
"abcdefg30","pchote","8936","1","1"
"Mailaender","pchote","8936","22","1"
"abcdefg30","RoosterDragon","8937","22","2"
"Mailaender","RoosterDragon","8938","22","2"
"pchote","RoosterDragon","8938","2","2"
"penev92","RoosterDragon","8938","22","2"
"Mailaender","pchote","8938","22","2"
"Mailaender","penev92","8938","22","22"
"pchote","penev92","8938","2","22"
"abcdefg30","Unit158","8939","222","222"
"pchote","Unit158","8939","222","222"
"Mailaender","Unit158","8939","2222220221","222"
"Phrohdoh","Unit158","8939","2222","222"
"GraionDilach","Unit158","8939","2","222"
"penev92","Unit158","8939","2","222"
"abcdefg30","pchote","8939","222","222"
"Mailaender","pchote","8939","2222220221","222"
"GraionDilach","pchote","8939","2","222"
"abcdefg30","Mailaender","8939","222","2222220221"
"GraionDilach","Mailaender","8939","2","2222220221"
"abcdefg30","Phrohdoh","8939","222","2222"
"pchote","Phrohdoh","8939","222","2222"
"Mailaender","Phrohdoh","8939","2222220221","2222"
"GraionDilach","Phrohdoh","8939","2","2222"
"penev92","Phrohdoh","8939","2","2222"
"abcdefg30","GraionDilach","8939","222","2"
"abcdefg30","penev92","8939","222","2"
"pchote","penev92","8939","222","2"
"Mailaender","penev92","8939","2222220221","2"
"GraionDilach","penev92","8939","2","2"
"abcdefg30","Mailaender","8941","0","2"
"abcdefg30","reaperrr","8942","1","222"
"penev92","reaperrr","8942","2","222"
"abcdefg30","penev92","8942","1","2"
"pchote","penev92","8945","22","21"
"Mailaender","penev92","8945","2","21"
"Mailaender","pchote","8945","2","22"
"pchote","penev92","8946","2","2"
"abcdefg30","penev92","8946","22","2"
"abcdefg30","pchote","8946","22","2"
"Mailaender","penev92","8948","2","2"
"abcdefg30","Phrohdoh","8950","2","0"
"abcdefg30","Mailaender","8952","122","2"
"abcdefg30","reaperrr","8952","122","2"
"Mailaender","reaperrr","8952","2","2"
"pchote","reaperrr","8952","22","2"
"abcdefg30","pchote","8952","122","22"
"Mailaender","pchote","8952","2","22"
"GraionDilach","Mailaender","8953","2","2"
"abcdefg30","Mailaender","8953","2","2"
"abcdefg30","GraionDilach","8953","2","2"
"Mailaender","TGHoly","8953","2","2"
"GraionDilach","TGHoly","8953","2","2"
"abcdefg30","TGHoly","8953","2","2"
"abcdefg30","penev92","8956","2","2"
"GraionDilach","RoosterDragon","8957","2","2"
"reaperrr","Unit158","8959","2","2"
"Mailaender","obrakmann","8961","2","2"
"deniz1a","penev92","8962","22","2"
"pchote","penev92","8962","2","2"
"deniz1a","Phrohdoh","8962","22","2"
"penev92","Phrohdoh","8962","2","2"
"pchote","Phrohdoh","8962","2","2"
"deniz1a","pchote","8962","22","2"
"pchote","penev92","8963","2","2"
"abcdefg30","pchote","8964","2","2"
"pchote","penev92","8964","2","2"
"abcdefg30","penev92","8964","2","2"
"abcdefg30","Phrohdoh","8965","21","2"
"Mailaender","Phrohdoh","8965","22","2"
"abcdefg30","Mailaender","8965","21","22"
"Phrohdoh","RoosterDragon","8965","2","2"
"abcdefg30","RoosterDragon","8965","21","2"
"Mailaender","RoosterDragon","8965","22","2"
"pchote","Unit158","8966","2","2"
"Mailaender","Unit158","8966","2","2"
"Mailaender","pchote","8966","2","2"
"Mailaender","pchote","8967","0","222"
"abcdefg30","pchote","8967","2022","222"
"GraionDilach","pchote","8967","2","222"
"Micr0Bit","pchote","8967","2","222"
"MikeEppel","pchote","8967","20","222"
"dan9550","pchote","8967","2","222"
"abcdefg30","Mailaender","8967","2022","0"
"GraionDilach","Mailaender","8967","2","0"
"dan9550","Mailaender","8967","2","0"
"abcdefg30","GraionDilach","8967","2022","2"
"dan9550","GraionDilach","8967","2","2"
"Mailaender","Micr0Bit","8967","0","2"
"abcdefg30","Micr0Bit","8967","2022","2"
"GraionDilach","Micr0Bit","8967","2","2"
"dan9550","Micr0Bit","8967","2","2"
"Mailaender","MikeEppel","8967","0","20"
"abcdefg30","MikeEppel","8967","2022","20"
"GraionDilach","MikeEppel","8967","2","20"
"Micr0Bit","MikeEppel","8967","2","20"
"dan9550","MikeEppel","8967","2","20"
"abcdefg30","dan9550","8967","2022","2"
"pchote","Phrohdoh","8967","222","2"
"Mailaender","Phrohdoh","8967","0","2"
"abcdefg30","Phrohdoh","8967","2022","2"
"GraionDilach","Phrohdoh","8967","2","2"
"Micr0Bit","Phrohdoh","8967","2","2"
"MikeEppel","Phrohdoh","8967","20","2"
"dan9550","Phrohdoh","8967","2","2"
"abcdefg30","ScottNZ","8968","2","2"
"reaperrr","ScottNZ","8968","2","2"
"pchote","ScottNZ","8968","222","2"
"KevinYeti","ScottNZ","8968","11","2"
"abcdefg30","reaperrr","8968","2","2"
"pchote","reaperrr","8968","222","2"
"KevinYeti","reaperrr","8968","11","2"
"abcdefg30","pchote","8968","2","222"
"KevinYeti","pchote","8968","11","222"
"abcdefg30","KevinYeti","8968","2","11"
"Mailaender","penev92","8969","2","1"
"abcdefg30","penev92","8969","2","1"
"abcdefg30","Mailaender","8969","2","2"
"abcdefg30","GraionDilach","8971","2","0"
"ghost","pchote","8972","2","1"
"pchote","SoScared","8972","1","1"
"ghost","SoScared","8972","2","1"
"deniz1a","Unit158","8973","2","2"
"penev92","Unit158","8973","12","2"
"pchote","Unit158","8973","22","2"
"cjshmyr","Unit158","8973","2","2"
"Micr0Bit","Unit158","8973","2","2"
"cjshmyr","deniz1a","8973","2","2"
"deniz1a","penev92","8973","2","12"
"pchote","penev92","8973","22","12"
"cjshmyr","penev92","8973","2","12"
"Micr0Bit","penev92","8973","2","12"
"deniz1a","pchote","8973","2","22"
"cjshmyr","pchote","8973","2","22"
"Micr0Bit","pchote","8973","2","22"
"deniz1a","Micr0Bit","8973","2","2"
"cjshmyr","Micr0Bit","8973","2","2"
"abcdefg30","Mailaender","8975","2","12"
"abcdefg30","Micr0Bit","8976","22","2"
"abcdefg30","TheRaffy","8976","22","1"
"Micr0Bit","TheRaffy","8976","2","1"
"GraionDilach","Mailaender","8977","2","22"
"Mailaender","TGHoly","8977","22","11"
"GraionDilach","TGHoly","8977","2","11"
"Mailaender","OmegaBolt","8979","2","2"
"GraionDilach","penev92","8980","21","2"
"pchote","penev92","8980","2","2"
"GraionDilach","pchote","8980","21","2"
"CRITAWAKETS","penev92","8982","2","22"
"Mailaender","penev92","8982","2","22"
"CRITAWAKETS","Mailaender","8982","2","2"
"Micr0Bit","penev92","8983","2","1"
"Mailaender","penev92","8983","2","1"
"Mailaender","Micr0Bit","8983","2","2"
"atlimit8","pchote","8984","2222","22"
"pchote","Unit158","8984","22","02"
"atlimit8","Unit158","8984","2222","02"
"Phrohdoh","Unit158","8984","22","02"
"pchote","Phrohdoh","8984","22","22"
"atlimit8","Phrohdoh","8984","2222","22"
"atlimit8","Phrohdoh","8986","2222222","022"
"pchote","Phrohdoh","8986","0","022"
"atlimit8","pchote","8986","2222222","0"
"Mailaender","Unit158","8987","222222222","2"
"abcdefg30","Unit158","8987","221","2"
"penev92","Unit158","8987","0202","2"
"pchote","Unit158","8987","222","2"
"reaperrr","Unit158","8987","20120","2"
"obrakmann","Unit158","8987","2","2"
"GraionDilach","Unit158","8987","2","2"
"abcdefg30","Mailaender","8987","221","222222222"
"GraionDilach","Mailaender","8987","2","222222222"
"Mailaender","penev92","8987","222222222","0202"
"abcdefg30","penev92","8987","221","0202"
"pchote","penev92","8987","222","0202"
"obrakmann","penev92","8987","2","0202"
"GraionDilach","penev92","8987","2","0202"
"Mailaender","pchote","8987","222222222","222"
"abcdefg30","pchote","8987","221","222"
"obrakmann","pchote","8987","2","222"
"GraionDilach","pchote","8987","2","222"
"Mailaender","reaperrr","8987","222222222","20120"
"abcdefg30","reaperrr","8987","221","20120"
"penev92","reaperrr","8987","0202","20120"
"pchote","reaperrr","8987","222","20120"
"obrakmann","reaperrr","8987","2","20120"
"GraionDilach","reaperrr","8987","2","20120"
"Mailaender","obrakmann","8987","222222222","2"
"abcdefg30","obrakmann","8987","221","2"
"GraionDilach","obrakmann","8987","2","2"
"abcdefg30","GraionDilach","8987","221","2"
"Mailaender","pchote","8988","222","2"
"pchote","penev92","8988","2","2"
"Mailaender","penev92","8988","222","2"
"penev92","reaperrr","8989","2","2"
"LipkeGu","Mailaender","8990","2","2"
"Mailaender","pchote","8990","2","2"
"LipkeGu","pchote","8990","2","2"
"LipkeGu","Phrohdoh","8991","2","2"
"Phrohdoh","Unit158","8991","2","2"
"LipkeGu","Unit158","8991","2","2"
"pchote","penev92","8992","2","222"
"GraionDilach","penev92","8992","22","222"
"Mailaender","penev92","8992","2","222"
"atlimit8","penev92","8992","2","222"
"GraionDilach","pchote","8992","22","2"
"Mailaender","pchote","8992","2","2"
"atlimit8","pchote","8992","2","2"
"atlimit8","GraionDilach","8992","2","22"
"penev92","Unit158","8992","222","2"
"pchote","Unit158","8992","2","2"
"GraionDilach","Unit158","8992","22","2"
"Phrohdoh","Unit158","8992","02","2"
"Mailaender","Unit158","8992","2","2"
"atlimit8","Unit158","8992","2","2"
"penev92","Phrohdoh","8992","222","02"
"pchote","Phrohdoh","8992","2","02"
"GraionDilach","Phrohdoh","8992","22","02"
"Mailaender","Phrohdoh","8992","2","02"
"atlimit8","Phrohdoh","8992","2","02"
"GraionDilach","Mailaender","8992","22","2"
"atlimit8","Mailaender","8992","2","2"
"Mailaender","Phrohdoh","8993","2","2"
"pchote","Phrohdoh","8993","2","2"
"Phrohdoh","reaperrr","8993","2","2"
"Mailaender","reaperrr","8993","2","2"
"pchote","reaperrr","8993","2","2"
"Mailaender","pchote","8993","2","2"
"GraionDilach","Mailaender","8994","222","202"
"LipkeGu","Mailaender","8994","22","202"
"Mailaender","pchote","8994","202","2202"
"GraionDilach","pchote","8994","222","2202"
"LipkeGu","pchote","8994","22","2202"
"GraionDilach","LipkeGu","8994","222","22"
"Mailaender","Unit158","8994","202","2"
"pchote","Unit158","8994","2202","2"
"GraionDilach","Unit158","8994","222","2"
"LipkeGu","Unit158","8994","22","2"
"abcdefg30","penev92","8995","2","1"
"abcdefg30","reaperrr","8995","2","2"
"penev92","reaperrr","8995","1","2"
"Mailaender","pchote","8996","20222222","20"
"GraionDilach","pchote","8996","2212","20"
"abcdefg30","pchote","8996","20212","20"
"GraionDilach","Mailaender","8996","2212","20222222"
"abcdefg30","Mailaender","8996","20212","20222222"
"pchote","penev92","8996","20","20"
"Mailaender","penev92","8996","20222222","20"
"GraionDilach","penev92","8996","2212","20"
"abcdefg30","penev92","8996","20212","20"
"abcdefg30","GraionDilach","8996","20212","2212"
"pchote","Phrohdoh","8996","20","0"
"Mailaender","Phrohdoh","8996","20222222","0"
"penev92","Phrohdoh","8996","20","0"
"GraionDilach","Phrohdoh","8996","2212","0"
"abcdefg30","Phrohdoh","8996","20212","0"
"abcdefg30","Unit158","8997","2","222222220"
"Phrohdoh","Unit158","8997","22","222222220"
"penev92","Unit158","8997","2","222222220"
"RoosterDragon","Unit158","8997","2222","222222220"
"reaperrr","Unit158","8997","0","222222220"
"Mailaender","Unit158","8997","22","222222220"
"abcdefg30","Phrohdoh","8997","2","22"
"penev92","Phrohdoh","8997","2","22"
"Mailaender","Phrohdoh","8997","22","22"
"abcdefg30","penev92","8997","2","2"
"Mailaender","penev92","8997","22","2"
"abcdefg30","RoosterDragon","8997","2","2222"
"Phrohdoh","RoosterDragon","8997","22","2222"
"penev92","RoosterDragon","8997","2","2222"
"reaperrr","RoosterDragon","8997","0","2222"
"Mailaender","RoosterDragon","8997","22","2222"
"abcdefg30","reaperrr","8997","2","0"
"Phrohdoh","reaperrr","8997","22","0"
"penev92","reaperrr","8997","2","0"
"Mailaender","reaperrr","8997","22","0"
"abcdefg30","Mailaender","8997","2","22"
"andrea2312","GraionDilach","8999","2","2"
"andrea2312","pchote","8999","2","20"
"GraionDilach","pchote","8999","2","20"
"andrea2312","WrathZA","8999","2","2"
"GraionDilach","WrathZA","8999","2","2"
"pchote","WrathZA","8999","20","2"
"abcdefg30","Unit158","9000","222","2"
"penev92","Unit158","9000","2","2"
"GraionDilach","Unit158","9000","2","2"
"abcdefg30","penev92","9000","222","2"
"GraionDilach","penev92","9000","2","2"
"abcdefg30","GraionDilach","9000","222","2"
"abcdefg30","deniz1a","9002","2","22"
"deniz1a","Unit158","9002","22","220"
"Phrohdoh","Unit158","9002","2","220"
"abcdefg30","Unit158","9002","2","220"
"penev92","Unit158","9002","0","220"
"deniz1a","Phrohdoh","9002","22","2"
"abcdefg30","Phrohdoh","9002","2","2"
"penev92","Phrohdoh","9002","0","2"
"deniz1a","penev92","9002","22","0"
"abcdefg30","penev92","9002","2","0"
"penev92","reaperrr","9004","222","22222"
"abcdefg30","reaperrr","9004","2","22222"
"Mailaender","reaperrr","9004","22","22222"
"GraionDilach","reaperrr","9004","0","22222"
"abcdefg30","penev92","9004","2","222"
"Mailaender","penev92","9004","22","222"
"GraionDilach","penev92","9004","0","222"
"abcdefg30","Mailaender","9004","2","22"
"GraionDilach","Mailaender","9004","0","22"
"abcdefg30","GraionDilach","9004","2","0"
"atlimit8","Phrohdoh","9005","2","1"
"GraionDilach","Mailaender","9006","22","2"
"abcdefg30","Mailaender","9006","22","2"
"abcdefg30","GraionDilach","9006","22","22"
"Mailaender","reaperrr","9006","2","22222"
"GraionDilach","reaperrr","9006","22","22222"
"abcdefg30","reaperrr","9006","22","22222"
"penev92","reaperrr","9006","2","22222"
"Mailaender","penev92","9006","2","2"
"GraionDilach","penev92","9006","22","2"
"abcdefg30","penev92","9006","22","2"
"Mailaender","reaperrr","9007","2","22221222"
"pchote","reaperrr","9007","0","22221222"
"GraionDilach","reaperrr","9007","2222","22221222"
"penev92","reaperrr","9007","211","22221222"
"GraionDilach","Mailaender","9007","2222","2"
"Mailaender","pchote","9007","2","0"
"GraionDilach","pchote","9007","2222","0"
"Mailaender","penev92","9007","2","211"
"pchote","penev92","9007","0","211"
"GraionDilach","penev92","9007","2222","211"
"penev92","Phrohdoh","9008","1","1"
"LipkeGu","Phrohdoh","9008","2","1"
"LipkeGu","penev92","9008","2","1"
"Phrohdoh","xp65","9008","1","111"
"penev92","xp65","9008","1","111"
"reaperrr","xp65","9008","22","111"
"RoosterDragon","xp65","9008","221","111"
"LipkeGu","xp65","9008","2","111"
"Phrohdoh","reaperrr","9008","1","22"
"penev92","reaperrr","9008","1","22"
"LipkeGu","reaperrr","9008","2","22"
"Phrohdoh","RoosterDragon","9008","1","221"
"penev92","RoosterDragon","9008","1","221"
"reaperrr","RoosterDragon","9008","22","221"
"LipkeGu","RoosterDragon","9008","2","221"
"deniz1a","penev92","9009","220","2"
"fruestueck","penev92","9009","2","2"
"matjaeck","penev92","9009","2","2"
"deniz1a","fruestueck","9009","220","2"
"deniz1a","matjaeck","9009","220","2"
"fruestueck","matjaeck","9009","2","2"
"deniz1a","obrakmann","9010","2","2"
"Mailaender","pchote","9011","22","22"
"pchote","reaperrr","9014","2","22"
"abcdefg30","GraionDilach","9016","2","02"
"GraionDilach","OmegaBolt","9016","02","22"
"abcdefg30","OmegaBolt","9016","2","22"
"GraionDilach","reaperrr","9016","02","022"
"OmegaBolt","reaperrr","9016","22","022"
"pchote","reaperrr","9016","2","022"
"abcdefg30","reaperrr","9016","2","022"
"GraionDilach","pchote","9016","02","2"
"OmegaBolt","pchote","9016","22","2"
"abcdefg30","pchote","9016","2","2"
"Mailaender","pchote","9017","2","2"
"Mailaender","penev92","9017","2","22"
"pchote","penev92","9017","2","22"
"abcdefg30","pchote","9018","2","2"
"Mailaender","pchote","9018","2","2"
"abcdefg30","Mailaender","9018","2","2"
"abcdefg30","penev92","9018","2","12"
"pchote","penev92","9018","2","12"
"Mailaender","penev92","9018","2","12"
"abcdefg30","Mailaender","9019","222","2220222"
"Mailaender","pchote","9019","2220222","221"
"abcdefg30","pchote","9019","222","221"
"Mailaender","Phrohdoh","9019","2220222","2"
"pchote","Phrohdoh","9019","221","2"
"abcdefg30","Phrohdoh","9019","222","2"
"Mailaender","Phrohdoh","9020","2","2"
"Phrohdoh","Unit158","9020","2","2"
"Mailaender","Unit158","9020","2","2"
"pchote","reaperrr","9021","0","2"
"Mailaender","Phrohdoh","9022","22222222","2"
"pchote","Phrohdoh","9022","2","2"
"chrisforbes","Phrohdoh","9022","0","2"
"GraionDilach","Phrohdoh","9022","2","2"
"penev92","Phrohdoh","9022","2","2"
"chrisforbes","Mailaender","9022","0","22222222"
"GraionDilach","Mailaender","9022","2","22222222"
"Mailaender","pchote","9022","22222222","2"
"chrisforbes","pchote","9022","0","2"
